transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000000600,17-09-2024 17:18,P2P,Entertainment,448,SUCCESS,Tamil Nadu,HDFC,Kotak,iOS,5G,17,Tuesday,0
TXN0000000601,27-02-2024 16:08,P2M,Other,510,SUCCESS,Maharashtra,Axis,HDFC,iOS,WiFi,16,Tuesday,0
TXN0000000602,07-11-2024 20:10,P2M,Grocery,303,SUCCESS,Telangana,Kotak,SBI,Android,4G,20,Thursday,0
TXN0000000603,26-03-2024 22:24,P2P,Grocery,1406,SUCCESS,Karnataka,PNB,Kotak,Android,4G,22,Tuesday,0
TXN0000000604,17-10-2024 19:17,P2P,Healthcare,873,SUCCESS,Gujarat,SBI,PNB,iOS,3G,19,Thursday,0
TXN0000000605,20-03-2024 16:19,P2P,Entertainment,1094,SUCCESS,Karnataka,IndusInd,IndusInd,iOS,3G,16,Wednesday,0
TXN0000000606,11-06-2024 18:24,Bill Payment,Other,2596,SUCCESS,Tamil Nadu,HDFC,SBI,iOS,5G,18,Tuesday,0
TXN0000000607,26-06-2024 15:11,P2M,Grocery,661,SUCCESS,Gujarat,Axis,SBI,Android,4G,15,Wednesday,0
TXN0000000608,24-05-2024 16:20,P2M,Entertainment,671,SUCCESS,West Bengal,Axis,Kotak,Web,4G,16,Friday,0
TXN0000000609,15-05-2024 16:04,P2P,Food,107,SUCCESS,Gujarat,Axis,HDFC,Android,WiFi,16,Wednesday,0
TXN0000000610,29-03-2024 21:52,Bill Payment,Healthcare,1688,SUCCESS,Karnataka,HDFC,SBI,Android,WiFi,21,Friday,0
TXN0000000611,06-09-2024 19:09,P2P,Entertainment,196,SUCCESS,Karnataka,IndusInd,IndusInd,Android,4G,19,Friday,0
TXN0000000612,11-10-2024 12:40,Bill Payment,Food,408,SUCCESS,Maharashtra,Axis,SBI,Android,4G,12,Friday,0
TXN0000000613,10-06-2024 13:59,P2M,Transport,401,SUCCESS,Andhra Pradesh,IndusInd,ICICI,iOS,3G,13,Monday,0
TXN0000000614,16-10-2024 12:31,P2M,Grocery,208,SUCCESS,Uttar Pradesh,HDFC,SBI,iOS,WiFi,12,Wednesday,0
TXN0000000615,12-02-2024 18:46,P2P,Transport,1496,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,4G,18,Monday,0
TXN0000000616,13-12-2024 16:21,Recharge,Shopping,331,SUCCESS,Tamil Nadu,SBI,Axis,iOS,4G,16,Friday,0
TXN0000000617,11-09-2024 09:02,P2P,Grocery,301,SUCCESS,Telangana,SBI,ICICI,Android,4G,9,Wednesday,0
TXN0000000618,04-09-2024 12:54,P2P,Food,70,SUCCESS,Maharashtra,HDFC,IndusInd,iOS,4G,12,Wednesday,0
TXN0000000619,11-03-2024 22:44,P2P,Other,581,SUCCESS,Telangana,ICICI,PNB,Android,4G,22,Monday,0
TXN0000000620,21-05-2024 23:50,P2P,Education,7282,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,23,Tuesday,0
TXN0000000621,21-11-2024 12:33,P2P,Grocery,1228,SUCCESS,Maharashtra,SBI,ICICI,Web,4G,12,Thursday,0
TXN0000000622,05-10-2024 14:48,P2M,Grocery,948,SUCCESS,Tamil Nadu,Kotak,SBI,Android,WiFi,14,Saturday,1
TXN0000000623,30-11-2024 12:36,P2P,Utilities,1097,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,4G,12,Saturday,1
TXN0000000624,23-05-2024 18:19,P2M,Transport,597,SUCCESS,Telangana,ICICI,Yes Bank,Android,4G,18,Thursday,0
TXN0000000625,30-10-2024 15:42,P2M,Fuel,419,SUCCESS,Delhi,IndusInd,Kotak,iOS,4G,15,Wednesday,0
TXN0000000626,12-07-2024 17:20,P2P,Transport,151,SUCCESS,Uttar Pradesh,ICICI,IndusInd,Android,4G,17,Friday,0
TXN0000000627,27-01-2024 20:33,P2M,Food,327,SUCCESS,Tamil Nadu,ICICI,SBI,Android,WiFi,20,Saturday,1
TXN0000000628,21-05-2024 10:17,P2M,Food,68,SUCCESS,Karnataka,Yes Bank,HDFC,Android,4G,10,Tuesday,0
TXN0000000629,04-06-2024 21:10,P2M,Utilities,5176,SUCCESS,Gujarat,Kotak,PNB,Android,4G,21,Tuesday,0
TXN0000000630,02-08-2024 18:24,P2M,Fuel,1172,SUCCESS,Telangana,Axis,Yes Bank,Android,4G,18,Friday,0
TXN0000000631,25-03-2024 19:45,P2P,Shopping,244,SUCCESS,Rajasthan,IndusInd,PNB,Android,3G,19,Monday,0
TXN0000000632,28-06-2024 05:25,P2M,Entertainment,215,SUCCESS,West Bengal,SBI,HDFC,Android,4G,5,Friday,0
TXN0000000633,20-10-2024 13:13,Bill Payment,Fuel,349,SUCCESS,Gujarat,IndusInd,IndusInd,Android,5G,13,Sunday,1
TXN0000000634,08-02-2024 18:15,P2P,Grocery,197,FAILED,Karnataka,IndusInd,SBI,Android,WiFi,18,Thursday,0
TXN0000000635,27-10-2024 05:55,P2M,Food,1107,SUCCESS,Gujarat,Axis,IndusInd,Android,4G,5,Sunday,1
TXN0000000636,09-06-2024 09:30,P2P,Food,135,SUCCESS,Gujarat,SBI,SBI,Android,WiFi,9,Sunday,1
TXN0000000637,28-07-2024 13:10,Bill Payment,Utilities,2362,SUCCESS,Tamil Nadu,ICICI,Kotak,Android,4G,13,Sunday,1
TXN0000000638,27-05-2024 00:11,P2P,Shopping,422,SUCCESS,Maharashtra,IndusInd,Kotak,Android,4G,0,Monday,0
TXN0000000639,26-11-2024 11:56,P2P,Grocery,3084,SUCCESS,Telangana,Yes Bank,SBI,Web,4G,11,Tuesday,0
TXN0000000640,24-07-2024 10:13,P2P,Entertainment,1001,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,4G,10,Wednesday,0
TXN0000000641,06-08-2024 20:01,P2P,Transport,98,SUCCESS,Andhra Pradesh,ICICI,ICICI,Android,4G,20,Tuesday,0
TXN0000000642,15-04-2024 18:03,Bill Payment,Education,14968,SUCCESS,Maharashtra,Kotak,SBI,Web,3G,18,Monday,0
TXN0000000643,30-10-2024 18:25,P2P,Food,135,SUCCESS,Andhra Pradesh,SBI,SBI,Web,5G,18,Wednesday,0
TXN0000000644,28-12-2024 20:30,P2M,Transport,287,SUCCESS,Andhra Pradesh,SBI,SBI,Android,3G,20,Saturday,1
TXN0000000645,11-04-2024 17:42,P2M,Fuel,607,SUCCESS,Rajasthan,HDFC,SBI,Android,3G,17,Thursday,0
TXN0000000646,20-03-2024 14:33,P2P,Grocery,892,SUCCESS,Tamil Nadu,HDFC,SBI,iOS,4G,14,Wednesday,0
TXN0000000647,28-07-2024 20:32,P2P,Grocery,304,SUCCESS,Delhi,PNB,ICICI,Android,3G,20,Sunday,1
TXN0000000648,09-06-2024 16:54,P2P,Grocery,584,SUCCESS,Telangana,SBI,Axis,Android,4G,16,Sunday,1
TXN0000000649,23-08-2024 22:30,P2M,Transport,635,SUCCESS,Telangana,ICICI,Yes Bank,Android,5G,22,Friday,0
TXN0000000650,20-11-2024 16:25,P2P,Education,2093,SUCCESS,Delhi,SBI,Axis,Web,4G,16,Wednesday,0
TXN0000000651,25-11-2024 21:16,P2P,Shopping,181,SUCCESS,West Bengal,HDFC,HDFC,iOS,4G,21,Monday,0
TXN0000000652,25-06-2024 20:46,P2P,Shopping,758,SUCCESS,West Bengal,SBI,SBI,Web,5G,20,Tuesday,0
TXN0000000653,22-09-2024 09:50,P2M,Food,452,SUCCESS,Delhi,IndusInd,SBI,Android,WiFi,9,Sunday,1
TXN0000000654,05-05-2024 16:59,P2P,Fuel,454,SUCCESS,Delhi,HDFC,IndusInd,Android,3G,16,Sunday,1
TXN0000000655,24-08-2024 10:07,Recharge,Grocery,191,SUCCESS,Tamil Nadu,HDFC,PNB,Android,5G,10,Saturday,1
TXN0000000656,16-12-2024 13:17,P2P,Healthcare,545,SUCCESS,Telangana,SBI,HDFC,Android,5G,13,Monday,0
TXN0000000657,29-07-2024 19:50,P2M,Grocery,2036,SUCCESS,Rajasthan,Axis,SBI,Android,4G,19,Monday,0
TXN0000000658,12-10-2024 13:52,P2P,Food,471,SUCCESS,Delhi,ICICI,IndusInd,Android,4G,13,Saturday,1
TXN0000000659,27-06-2024 05:42,P2M,Shopping,358,SUCCESS,Delhi,ICICI,Kotak,Web,4G,5,Thursday,0
TXN0000000660,12-07-2024 16:58,P2P,Education,1222,FAILED,Uttar Pradesh,IndusInd,PNB,Android,5G,16,Friday,0
TXN0000000661,13-06-2024 11:05,P2M,Transport,105,SUCCESS,Karnataka,Axis,SBI,Android,4G,11,Thursday,0
TXN0000000662,15-01-2024 15:04,P2M,Food,166,SUCCESS,Delhi,IndusInd,Axis,Android,4G,15,Monday,0
TXN0000000663,11-02-2024 17:41,P2P,Shopping,1536,SUCCESS,Delhi,IndusInd,SBI,Android,4G,17,Sunday,1
TXN0000000664,05-10-2024 19:30,P2M,Education,20396,SUCCESS,Andhra Pradesh,SBI,Kotak,iOS,4G,19,Saturday,1
TXN0000000665,04-10-2024 21:17,P2P,Other,165,FAILED,Telangana,Yes Bank,HDFC,Android,4G,21,Friday,0
TXN0000000666,03-09-2024 21:59,P2M,Education,7115,FAILED,West Bengal,HDFC,IndusInd,Android,WiFi,21,Tuesday,0
TXN0000000667,16-03-2024 21:22,P2M,Shopping,792,SUCCESS,Karnataka,SBI,Yes Bank,Web,4G,21,Saturday,1
TXN0000000668,02-08-2024 18:22,P2P,Grocery,1568,SUCCESS,Tamil Nadu,ICICI,SBI,Android,4G,18,Friday,0
TXN0000000669,29-08-2024 23:01,Bill Payment,Healthcare,477,SUCCESS,Andhra Pradesh,SBI,IndusInd,Android,5G,23,Thursday,0
TXN0000000670,27-08-2024 20:25,P2P,Other,261,SUCCESS,Maharashtra,Axis,HDFC,Android,WiFi,20,Tuesday,0
TXN0000000671,08-08-2024 17:00,Bill Payment,Shopping,791,SUCCESS,Andhra Pradesh,HDFC,SBI,Android,4G,17,Thursday,0
TXN0000000672,08-01-2024 19:32,P2M,Food,74,SUCCESS,West Bengal,HDFC,ICICI,Android,4G,19,Monday,0
TXN0000000673,07-10-2024 21:11,P2P,Grocery,1023,SUCCESS,Gujarat,ICICI,Axis,Android,4G,21,Monday,0
TXN0000000674,16-12-2024 21:26,P2M,Grocery,588,SUCCESS,Rajasthan,PNB,PNB,Android,4G,21,Monday,0
TXN0000000675,22-11-2024 11:31,P2M,Utilities,3195,SUCCESS,West Bengal,ICICI,Axis,Android,WiFi,11,Friday,0
TXN0000000676,06-01-2024 14:24,Recharge,Entertainment,436,SUCCESS,Karnataka,ICICI,Axis,Android,4G,14,Saturday,1
TXN0000000677,05-06-2024 14:35,P2P,Other,497,SUCCESS,Karnataka,IndusInd,Axis,iOS,4G,14,Wednesday,0
TXN0000000678,09-03-2024 08:40,P2P,Other,416,FAILED,Rajasthan,HDFC,Axis,Android,WiFi,8,Saturday,1
TXN0000000679,31-08-2024 08:01,Bill Payment,Shopping,432,SUCCESS,Delhi,PNB,Yes Bank,Android,5G,8,Saturday,1
TXN0000000680,01-09-2024 15:07,Bill Payment,Fuel,557,SUCCESS,Gujarat,SBI,Yes Bank,iOS,4G,15,Sunday,1
TXN0000000681,08-04-2024 16:58,P2M,Fuel,824,SUCCESS,Andhra Pradesh,Yes Bank,SBI,Android,4G,16,Monday,0
TXN0000000682,14-05-2024 17:31,P2M,Food,1347,SUCCESS,Maharashtra,Kotak,SBI,Android,3G,17,Tuesday,0
TXN0000000683,17-08-2024 17:52,P2M,Utilities,1423,SUCCESS,Uttar Pradesh,HDFC,SBI,Android,3G,17,Saturday,1
TXN0000000684,11-11-2024 20:35,P2M,Shopping,3969,FAILED,Karnataka,SBI,SBI,iOS,5G,20,Monday,0
TXN0000000685,09-01-2024 10:41,P2P,Other,598,SUCCESS,Tamil Nadu,IndusInd,SBI,Android,4G,10,Tuesday,0
TXN0000000686,20-01-2024 21:38,P2M,Entertainment,237,SUCCESS,Karnataka,PNB,SBI,iOS,4G,21,Saturday,1
TXN0000000687,11-11-2024 06:54,P2M,Shopping,1880,SUCCESS,Karnataka,IndusInd,SBI,Android,4G,6,Monday,0
TXN0000000688,08-04-2024 20:23,P2M,Fuel,516,SUCCESS,Gujarat,HDFC,SBI,Android,WiFi,20,Monday,0
TXN0000000689,25-10-2024 23:37,P2P,Food,164,SUCCESS,Telangana,PNB,Yes Bank,Android,4G,23,Friday,0
TXN0000000690,04-02-2024 18:09,P2M,Grocery,3200,SUCCESS,Maharashtra,SBI,Yes Bank,iOS,4G,18,Sunday,1
TXN0000000691,27-06-2024 13:51,P2P,Education,1719,SUCCESS,Telangana,HDFC,SBI,Android,WiFi,13,Thursday,0
TXN0000000692,11-03-2024 20:04,P2M,Other,203,SUCCESS,Rajasthan,SBI,Kotak,Android,WiFi,20,Monday,0
TXN0000000693,09-06-2024 16:07,Bill Payment,Fuel,2126,SUCCESS,Maharashtra,Axis,Yes Bank,Android,5G,16,Sunday,1
TXN0000000694,13-09-2024 16:41,P2P,Fuel,1437,SUCCESS,Gujarat,ICICI,ICICI,iOS,WiFi,16,Friday,0
TXN0000000695,18-01-2024 12:12,P2P,Utilities,2228,SUCCESS,Telangana,SBI,Axis,Android,4G,12,Thursday,0
TXN0000000696,10-01-2024 01:41,P2P,Education,1312,FAILED,Telangana,SBI,HDFC,Android,4G,1,Wednesday,0
TXN0000000697,04-01-2024 05:05,P2P,Utilities,5764,SUCCESS,Tamil Nadu,SBI,IndusInd,Android,4G,5,Thursday,0
TXN0000000698,19-11-2024 10:09,Bill Payment,Grocery,3765,SUCCESS,Uttar Pradesh,ICICI,HDFC,iOS,5G,10,Tuesday,0
TXN0000000699,08-08-2024 21:59,P2M,Utilities,3122,SUCCESS,Maharashtra,SBI,PNB,Android,5G,21,Thursday,0
TXN0000000700,29-09-2024 21:11,P2P,Shopping,440,SUCCESS,Maharashtra,Yes Bank,IndusInd,iOS,4G,21,Sunday,1
TXN0000000701,16-06-2024 23:19,P2P,Food,1070,SUCCESS,Telangana,IndusInd,IndusInd,Web,4G,23,Sunday,1
TXN0000000702,28-06-2024 18:54,P2P,Healthcare,421,SUCCESS,Maharashtra,ICICI,IndusInd,Android,WiFi,18,Friday,0
TXN0000000703,18-04-2024 20:18,P2M,Grocery,2055,SUCCESS,West Bengal,PNB,ICICI,Android,5G,20,Thursday,0
TXN0000000704,23-07-2024 18:27,P2P,Shopping,4081,SUCCESS,Telangana,SBI,HDFC,iOS,4G,18,Tuesday,0
TXN0000000705,18-03-2024 15:52,P2M,Food,1659,SUCCESS,Maharashtra,SBI,Yes Bank,Android,4G,15,Monday,0
TXN0000000706,01-05-2024 18:23,P2P,Grocery,314,SUCCESS,Tamil Nadu,SBI,Kotak,Android,4G,18,Wednesday,0
TXN0000000707,29-04-2024 19:48,Bill Payment,Fuel,2962,SUCCESS,Karnataka,SBI,Yes Bank,Android,4G,19,Monday,0
TXN0000000708,25-12-2024 16:42,P2P,Grocery,197,SUCCESS,Maharashtra,ICICI,IndusInd,iOS,4G,16,Wednesday,0
TXN0000000709,11-04-2024 10:16,P2P,Transport,105,SUCCESS,Andhra Pradesh,Axis,PNB,Android,4G,10,Thursday,0
TXN0000000710,27-02-2024 17:09,P2M,Food,103,SUCCESS,Uttar Pradesh,Yes Bank,Axis,Android,WiFi,17,Tuesday,0
TXN0000000711,02-05-2024 22:55,P2P,Other,324,SUCCESS,West Bengal,IndusInd,Axis,iOS,4G,22,Thursday,0
TXN0000000712,07-06-2024 13:19,P2M,Transport,131,SUCCESS,Gujarat,Axis,SBI,Android,5G,13,Friday,0
TXN0000000713,05-03-2024 22:55,P2P,Utilities,3092,SUCCESS,Andhra Pradesh,Axis,ICICI,Android,4G,22,Tuesday,0
TXN0000000714,08-07-2024 21:30,P2M,Transport,40,SUCCESS,Maharashtra,SBI,HDFC,Web,4G,21,Monday,0
TXN0000000715,01-09-2024 23:57,Bill Payment,Entertainment,258,SUCCESS,Telangana,Axis,SBI,Android,5G,23,Sunday,1
TXN0000000716,22-04-2024 11:33,P2P,Shopping,6048,SUCCESS,Tamil Nadu,HDFC,ICICI,Android,4G,11,Monday,0
TXN0000000717,07-04-2024 19:57,P2M,Transport,563,SUCCESS,Telangana,HDFC,SBI,Android,4G,19,Sunday,1
TXN0000000718,19-03-2024 16:20,P2M,Grocery,1835,SUCCESS,Tamil Nadu,ICICI,SBI,Android,5G,16,Tuesday,0
TXN0000000719,30-09-2024 23:00,P2M,Transport,85,SUCCESS,Maharashtra,Kotak,Axis,iOS,4G,23,Monday,0
TXN0000000720,25-04-2024 19:50,P2P,Grocery,883,SUCCESS,Delhi,SBI,Yes Bank,Android,5G,19,Thursday,0
TXN0000000721,12-07-2024 12:10,P2P,Entertainment,899,SUCCESS,Uttar Pradesh,HDFC,Yes Bank,Android,4G,12,Friday,0
TXN0000000722,12-05-2024 23:48,Bill Payment,Education,573,SUCCESS,Karnataka,Yes Bank,HDFC,Android,5G,23,Sunday,1
TXN0000000723,14-03-2024 19:56,P2M,Fuel,324,SUCCESS,Karnataka,SBI,Axis,Android,WiFi,19,Thursday,0
TXN0000000724,19-12-2024 05:54,P2M,Grocery,96,SUCCESS,Maharashtra,PNB,Yes Bank,Android,5G,5,Thursday,0
TXN0000000725,20-01-2024 21:05,P2M,Grocery,151,SUCCESS,Telangana,Yes Bank,PNB,Android,5G,21,Saturday,1
TXN0000000726,27-12-2024 08:56,P2M,Utilities,266,SUCCESS,Maharashtra,IndusInd,Kotak,Android,4G,8,Friday,0
TXN0000000727,20-02-2024 19:50,Bill Payment,Shopping,188,SUCCESS,Uttar Pradesh,Yes Bank,SBI,Android,4G,19,Tuesday,0
TXN0000000728,26-11-2024 15:53,P2P,Utilities,1682,SUCCESS,Andhra Pradesh,PNB,Kotak,Android,4G,15,Tuesday,0
TXN0000000729,05-10-2024 10:30,P2M,Other,927,SUCCESS,Telangana,SBI,Yes Bank,Android,5G,10,Saturday,1
TXN0000000730,23-12-2024 10:33,Bill Payment,Fuel,318,SUCCESS,Uttar Pradesh,ICICI,HDFC,Android,5G,10,Monday,0
TXN0000000731,14-10-2024 18:41,P2M,Fuel,973,SUCCESS,Karnataka,HDFC,PNB,Android,WiFi,18,Monday,0
TXN0000000732,09-07-2024 14:46,P2P,Fuel,619,SUCCESS,Delhi,Kotak,SBI,Android,4G,14,Tuesday,0
TXN0000000733,14-02-2024 21:40,Bill Payment,Other,243,SUCCESS,Karnataka,Axis,SBI,Android,4G,21,Wednesday,0
TXN0000000734,16-04-2024 10:26,P2P,Utilities,4103,SUCCESS,Karnataka,Axis,ICICI,Web,4G,10,Tuesday,0
TXN0000000735,20-04-2024 09:39,P2M,Shopping,738,SUCCESS,Uttar Pradesh,SBI,SBI,Android,3G,9,Saturday,1
TXN0000000736,15-12-2024 20:09,P2M,Shopping,440,SUCCESS,Andhra Pradesh,SBI,PNB,Android,4G,20,Sunday,1
TXN0000000737,26-08-2024 21:59,Bill Payment,Grocery,2150,SUCCESS,Tamil Nadu,SBI,HDFC,Android,3G,21,Monday,0
TXN0000000738,31-05-2024 15:37,P2M,Other,412,SUCCESS,Maharashtra,HDFC,PNB,iOS,4G,15,Friday,0
TXN0000000739,26-07-2024 07:02,Bill Payment,Transport,69,FAILED,Andhra Pradesh,Yes Bank,IndusInd,iOS,4G,7,Friday,0
TXN0000000740,21-06-2024 18:51,P2P,Fuel,1742,SUCCESS,West Bengal,HDFC,SBI,Android,5G,18,Friday,0
TXN0000000741,30-10-2024 17:37,Recharge,Healthcare,361,SUCCESS,Karnataka,SBI,ICICI,Android,5G,17,Wednesday,0
TXN0000000742,07-10-2024 10:06,P2P,Entertainment,288,SUCCESS,Uttar Pradesh,ICICI,ICICI,Android,4G,10,Monday,0
TXN0000000743,23-05-2024 21:56,P2P,Food,152,SUCCESS,West Bengal,Kotak,Axis,Android,4G,21,Thursday,0
TXN0000000744,06-03-2024 23:50,Bill Payment,Food,282,SUCCESS,Gujarat,Kotak,IndusInd,Android,5G,23,Wednesday,0
TXN0000000745,15-08-2024 12:52,P2P,Transport,90,SUCCESS,Andhra Pradesh,PNB,SBI,Android,4G,12,Thursday,0
TXN0000000746,04-12-2024 16:12,Bill Payment,Entertainment,104,SUCCESS,Tamil Nadu,SBI,HDFC,Web,5G,16,Wednesday,0
TXN0000000747,25-11-2024 15:53,Bill Payment,Entertainment,169,SUCCESS,Delhi,PNB,IndusInd,Android,4G,15,Monday,0
TXN0000000748,04-09-2024 14:26,P2P,Other,2333,SUCCESS,Tamil Nadu,PNB,SBI,Android,5G,14,Wednesday,0
TXN0000000749,19-05-2024 13:12,P2P,Healthcare,231,SUCCESS,Rajasthan,Kotak,SBI,Android,4G,13,Sunday,1
TXN0000000750,09-05-2024 11:49,Bill Payment,Food,1257,SUCCESS,Karnataka,Yes Bank,SBI,Android,4G,11,Thursday,0
TXN0000000751,22-05-2024 20:48,P2M,Other,2293,SUCCESS,Maharashtra,HDFC,IndusInd,iOS,4G,20,Wednesday,0
TXN0000000752,28-07-2024 11:25,P2P,Grocery,1771,SUCCESS,Telangana,SBI,PNB,iOS,5G,11,Sunday,1
TXN0000000753,24-11-2024 13:20,Bill Payment,Other,1233,SUCCESS,Maharashtra,PNB,SBI,Android,4G,13,Sunday,1
TXN0000000754,07-01-2024 10:12,Bill Payment,Shopping,1232,SUCCESS,Maharashtra,HDFC,SBI,iOS,3G,10,Sunday,1
TXN0000000755,28-08-2024 17:18,P2M,Food,155,SUCCESS,Telangana,HDFC,Yes Bank,Android,4G,17,Wednesday,0
TXN0000000756,24-08-2024 19:03,Bill Payment,Fuel,620,SUCCESS,Telangana,IndusInd,Axis,Android,5G,19,Saturday,1
TXN0000000757,08-03-2024 07:56,P2P,Fuel,1424,SUCCESS,Delhi,PNB,Kotak,Android,WiFi,7,Friday,0
TXN0000000758,17-10-2024 13:25,P2M,Food,507,SUCCESS,Rajasthan,PNB,Kotak,Android,4G,13,Thursday,0
TXN0000000759,05-01-2024 12:14,P2P,Food,627,SUCCESS,Maharashtra,SBI,Kotak,Android,5G,12,Friday,0
TXN0000000760,24-09-2024 11:41,P2M,Transport,811,SUCCESS,Delhi,PNB,SBI,Android,4G,11,Tuesday,0
TXN0000000761,14-07-2024 16:26,P2P,Entertainment,162,SUCCESS,Maharashtra,Axis,ICICI,iOS,5G,16,Sunday,1
TXN0000000762,24-03-2024 11:46,Recharge,Transport,75,SUCCESS,Uttar Pradesh,Kotak,SBI,Android,WiFi,11,Sunday,1
TXN0000000763,18-08-2024 21:28,P2P,Transport,458,SUCCESS,Andhra Pradesh,SBI,PNB,Android,5G,21,Sunday,1
TXN0000000764,10-07-2024 18:09,P2P,Food,348,SUCCESS,Delhi,IndusInd,IndusInd,Android,4G,18,Wednesday,0
TXN0000000765,01-09-2024 13:48,P2P,Education,1931,SUCCESS,Maharashtra,IndusInd,Axis,Android,4G,13,Sunday,1
TXN0000000766,13-12-2024 12:07,P2P,Other,928,SUCCESS,Delhi,SBI,Axis,Android,4G,12,Friday,0
TXN0000000767,28-01-2024 17:14,P2M,Shopping,1440,SUCCESS,Maharashtra,SBI,SBI,Android,5G,17,Sunday,1
TXN0000000768,21-09-2024 12:51,P2M,Other,757,SUCCESS,Gujarat,HDFC,Kotak,Android,5G,12,Saturday,1
TXN0000000769,06-06-2024 19:12,P2M,Other,590,SUCCESS,Gujarat,HDFC,PNB,Android,5G,19,Thursday,0
TXN0000000770,02-07-2024 10:38,P2M,Fuel,4229,SUCCESS,Karnataka,SBI,SBI,Android,5G,10,Tuesday,0
TXN0000000771,22-09-2024 10:27,P2M,Fuel,426,SUCCESS,Tamil Nadu,Axis,Axis,Android,5G,10,Sunday,1
TXN0000000772,27-11-2024 18:29,P2M,Grocery,469,SUCCESS,West Bengal,SBI,IndusInd,Android,WiFi,18,Wednesday,0
TXN0000000773,14-03-2024 21:37,P2M,Fuel,373,SUCCESS,Uttar Pradesh,PNB,Yes Bank,Android,4G,21,Thursday,0
TXN0000000774,23-07-2024 13:20,P2P,Fuel,2033,SUCCESS,Andhra Pradesh,SBI,PNB,Android,4G,13,Tuesday,0
TXN0000000775,25-09-2024 19:48,P2M,Utilities,3086,SUCCESS,Maharashtra,IndusInd,PNB,iOS,4G,19,Wednesday,0
TXN0000000776,07-02-2024 16:48,P2P,Grocery,2044,SUCCESS,Maharashtra,SBI,ICICI,Android,5G,16,Wednesday,0
TXN0000000777,01-08-2024 16:58,P2P,Utilities,259,FAILED,Andhra Pradesh,Yes Bank,ICICI,Android,4G,16,Thursday,0
TXN0000000778,29-12-2024 06:52,P2P,Entertainment,487,FAILED,Maharashtra,SBI,IndusInd,Android,3G,6,Sunday,1
TXN0000000779,12-05-2024 17:20,P2P,Utilities,2587,SUCCESS,Rajasthan,SBI,SBI,iOS,4G,17,Sunday,1
TXN0000000780,10-09-2024 16:07,P2P,Transport,107,SUCCESS,Karnataka,Kotak,SBI,Android,3G,16,Tuesday,0
TXN0000000781,30-03-2024 20:20,P2P,Fuel,403,SUCCESS,West Bengal,SBI,SBI,Android,4G,20,Saturday,1
TXN0000000782,02-05-2024 13:43,Recharge,Entertainment,194,SUCCESS,Maharashtra,PNB,Yes Bank,Android,4G,13,Thursday,0
TXN0000000783,21-05-2024 06:32,P2P,Utilities,421,SUCCESS,West Bengal,Kotak,Yes Bank,Android,4G,6,Tuesday,0
TXN0000000784,23-03-2024 11:02,Recharge,Entertainment,187,SUCCESS,Delhi,SBI,Kotak,Android,5G,11,Saturday,1
TXN0000000785,24-10-2024 09:48,P2M,Shopping,2109,SUCCESS,Tamil Nadu,ICICI,ICICI,Android,WiFi,9,Thursday,0
TXN0000000786,14-12-2024 10:58,P2P,Transport,46,SUCCESS,Uttar Pradesh,PNB,Axis,iOS,WiFi,10,Saturday,1
TXN0000000787,06-08-2024 10:13,Bill Payment,Utilities,8818,SUCCESS,Telangana,Yes Bank,SBI,Android,5G,10,Tuesday,0
TXN0000000788,30-01-2024 19:13,P2M,Shopping,223,SUCCESS,Rajasthan,PNB,HDFC,Android,4G,19,Tuesday,0
TXN0000000789,23-02-2024 20:30,P2P,Grocery,2769,SUCCESS,Uttar Pradesh,ICICI,Axis,iOS,4G,20,Friday,0
TXN0000000790,02-01-2024 21:28,P2M,Other,309,SUCCESS,West Bengal,Axis,ICICI,Android,3G,21,Tuesday,0
TXN0000000791,03-03-2024 11:30,P2P,Utilities,5529,SUCCESS,Uttar Pradesh,IndusInd,ICICI,Android,4G,11,Sunday,1
TXN0000000792,07-01-2024 17:46,P2P,Shopping,314,SUCCESS,West Bengal,Yes Bank,IndusInd,iOS,5G,17,Sunday,1
TXN0000000793,21-12-2024 18:10,P2P,Utilities,2543,SUCCESS,Tamil Nadu,HDFC,HDFC,Android,4G,18,Saturday,1
TXN0000000794,04-06-2024 06:16,P2M,Utilities,2016,SUCCESS,Andhra Pradesh,ICICI,PNB,Android,4G,6,Tuesday,0
TXN0000000795,29-06-2024 16:48,P2P,Food,228,SUCCESS,Andhra Pradesh,ICICI,PNB,Android,4G,16,Saturday,1
TXN0000000796,08-12-2024 08:08,Bill Payment,Transport,321,SUCCESS,Karnataka,HDFC,SBI,iOS,4G,8,Sunday,1
TXN0000000797,12-06-2024 16:59,P2P,Food,124,SUCCESS,Karnataka,HDFC,ICICI,Android,5G,16,Wednesday,0
TXN0000000798,27-12-2024 20:27,P2M,Fuel,1069,SUCCESS,Tamil Nadu,PNB,Kotak,Android,4G,20,Friday,0
TXN0000000799,22-04-2024 00:57,P2M,Grocery,2124,SUCCESS,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,0,Monday,0
